afo_application_number,ai_number,cnmp_received_date,deadline_to_request_hearing,deadline_to_submit_written_comments,farm_address,farm_county,farm_designation,farm_name,latest_cnmp_status_form_received_date,latitude,longitude,nmp_received_date,noi_received_date,number_of_animals,primary_animal_type,public_hearing_date,public_hearing_location,status,conservation_plan_received_date,afo_registered_date,afo_registration_number,coc_received_date
,131938,41451,,,"25140 Rewastico Rd, Hebron MD 21830",Wicomico,CAFO,TOMMY ANDREW NEAL/WET BOTTOM FARM,,38.410862,-75.742587,40413,40413,55300,Chickens-not laying hens-dry,,,Registered,,41523,2010-CCD-0421,
,67126,40795,,,"6323 Friendship Rd, Pittsville MD 21850",Wicomico,CAFO,TONY PHAM/TIFFANY AND NANCY FARMS,,38.363456,-75.373844,39876,39876,147000,Chickens-not laying hens-dry,,,Registered,,41058,2009-CCD-0300,
,92356,41708,,,"27440 Holland Crossing Rd, Marion MD 21838",Somerset,CAFO,TRELLE EDWARD STERLING/STERLING HILLS FOLLYFARM,,38.026415,-75.805705,,41786,147200,Chickens-not laying hens-dry,,,Registered,,41845,2012-CCD-0614A,
,66877,,,,"4308 Langrell Rd, Preston MD 21655",Caroline,MAFO,TRICE FARMS INC,,38.697961,-75.891668,41690,39877,62000,Chickens-not laying hens-dry,,,Registered,,41851,2009-MCD-0549,
,133542,40966,,,"3579 Poplar Neck Rd, Preston MD 21655",Caroline,CAFO,TRINA NORTH GARVEY/TYCON FARM,,38.705855,-75.954154,41222,40610,71400,Chickens-not laying hens-dry,,,Registered,,41086,2011-CCD-0463,
,66595,40386,,,"403 Sawmill Rd, Marydel MD 21649",Caroline,CAFO,TRINITY FARM LLC,,39.182841,-75.803555,41505,39874,104000,Chickens-not laying hens-dry,,,Registered,,41565,2009-CCD-0251,
,66941,41288,,,"8636 Tuckahoe Rd, Denton MD 21629",Caroline,CAFO,"TUCKAHOE RIVER FARM POULTRY, LLC",,38.84194,-75.907996,39874,39874,234000,Chickens-not laying hens-dry,,,Registered,,41362,2009-CCD-0252,
,67186,41634,,,"5821 Candleberry Lane, Snow Hill MD 21863",Worcester,CAFO,VIRGIL L. SHOCKLEY/BOONDOCK FARM,,38.269459,-75.391072,41389,39871,74500,Chickens-not laying hens-dry,,,Registered,,41820,2009-CCD-0188,
,66953,41856,,,"4805 Skinners Run Rd, Hurlock MD 21643",Dorchester,CAFO,W E GOEHRINGER JR.,,38.686162,-75.843431,41802,41821,105000,Chickens-not laying hens-dry,,,Registered,,41901,2014-CCD-0523,
,67027,,,,"4825 Skinners Run Rd, Hurlock MD 21643",Dorchester,COC,W M GOEHRINGER,,38.682495, -75.840802,41802,41193,,,,,Certification of Conformance (See AFO Webpage),,,2012-AFO-0524,41193
,67075,40694,,,"7293 Brick Kiln Rd, Salisbury MD 21803",Wicomico,CAFO,W. DEAN MURRAY/CONSOLIDATED FARM,,39.227355,-76.178451,39869,39869,42000,Chickens-not laying hens-dry,,,Registered,,41439,2009-CCD-0132,
,134432,40694,,,"33675 Race Bridge Rd, Parsonsburg MD 21849",Wicomico,CAFO,W. DEAN MURRAY/HERITAGE FARM,,38.686126,-75.843531,,39869,32000,Chickens-not laying hens-dry,,,Registered,,41520,2009-CCD-0470,
,66622,40147,,,"22840 Bayshore Rd, Chestertown MD 21620",Kent,CAFO,"W. FRANK BARNES, JR./FAIRFIELD FARM",,38.683011,-75.842007,41754,39862,122000,Chickens-not laying hens-dry,,,Registered,,40771,2009-CCD-0088,
,66950,40455,,,"6370 Bell Creek Rd, Preston MD 21655",Caroline,CAFO,WAYNE TODD QUIDAS/WINGS LANDING,,38.782755,-75.922438,39874,39874,76000,Chickens-not laying hens-dry,,,Registered,,40694,2009-CCD-0065,
,67252,40591,,,"10137 Beaverdam Creek Rd, Berlin MD 21811",Worcester,CAFO,WAYNE TRUITT & ANN TRUITT FARM,,38.28593,-75.213889,39891,39891,77700,Chickens-not laying hens-dry,,,Registered,,41498,2009-CCD-0350,
,132042,40795,,,"7160 Hubbard Rd, Federalsburg MD 21632",Caroline,CAFO,WAYNE WILSON/LADY LOU'S FARM,,38.69497,-75.836607,41767,40428,49900,Chickens-not laying hens-dry,,,Registered,,41040,2010-CCD-0424,
,68127,41676,,,"660 Busic Church Rd, Sudlersville MD 21668",Queen Anne's,CAFO,"WEAVER FARMS, LLC",,39.147848,-75.809895,39875,39875,120000,Chickens-not laying hens-dry,,,Registered,,41726,2009-CCD-0278,
,67171,41568,,,"5641 Newhart Mill Rd, Rhodesdale MD 21659",Dorchester,CAFO,"WHEAT - RIDGE FARM, INC",,38.574733,-75.739547,,39871,130000,Chickens-not laying hens-dry,,,Registered,,41747,2009-CCD-0557,
,131767,40406,,,"5101 Hydes Rd, Hydes MD 21082",Baltimore,CAFO,"WHITELYN FARMS, INC.",,39.482541,-76.50491,,40406,830,Dairy Cattle,,,Registered,,40697,2010-CDC-0061,
,67110,40969,,,"8381 Athol Rd8341 Athol Rd, Mardela Springs MD 21837",Wicomico,CAFO,WILLIAM & EDWARD CALLOWAY/CALLOWAY BROS,,38.425522,-75.785727,40756,39875,185000,Chickens-not laying hens-dry,,,Registered,,41089,2009-CCD-0279,
,68143,40997,,,"12450 Ridgely Rd, Ridgely MD 21660",Caroline,CAFO,"WILLIAM A. MOORE, SR./BILLINDA FARM",,38.879115,-75.966199,41452,39871,61000,Chickens-not laying hens-dry,,,Registered,,41590,2009-CCD-0189,
,67929,40893,,,"31820 Covey's Landing Rd, Cordova MD 21625",Talbot,CAFO,WILLIAM A. MOORE/MOORE FAMILY FARM,,38.950173,-75.861968,41197,39874,179500,Chickens-not laying hens-dry,,,Registered,,41218,2009-CCD-2053,
,66523,40455,,,"30943 Queen Anne Hwy, Queen Anne MD 21657",Queen Anne's,CAFO,WILLIAM B. MESSIX IV & FRANCIS T. MESSIX/HOPESVIEW FARM,,38.927672,-76.000181,40989,39874,40000,Chickens-not laying hens-dry,,,Registered,,41414,2009-CCD-2054,
,132065,41156,,,"32773 Rehobeth Rd, Pocomoke City MD 21851",Somerset,CAFO,"WILLIAM BEAUCHAMP, III",,38.081422,-75.617796,41703,41694,70000,Chickens-not laying hens-dry,,,Registered,,41799,2014-CCD-0571,
,67187,40618,,,"6906 Libertytown Rd, Berlin MD 21811",Worcester,CAFO,WILLIAM BURBAGE/BURBAGE GROVE FARM,,38.307473,-75.340286,39870,39870,94700,Chickens-not laying hens-dry,,,Registered,,41484,2009-CCD-0172,
,68139,39904,,,"8966 Bakers Ln, Chestertown MD 21620",Kent,CAFO,WILLIAM C. & JUDITH A. LOLLER,,39.227051,-76.143785,,39875,270000,Chickens-not laying hens-dry,,,Registered,,40564,2009-CCD-0039,
,68140,41330,,,"6269 Bessen Rd, Stockton MD 21864",Worcester,CAFO,WILLIAM C. ROWLAND/GONE HUNTIN FARM,,38.023707,-75.388886,41464,39874,120000,Chickens-not laying hens-dry,,,Registered,,41439,2009-CCD-0255,
,67877,40492,,,"27733 Burrsville Rd, Denton MD 21629",Caroline,CAFO,WILLIAM GARY MARVEL/HIDDEN ACRES FARM,,38.898027,-75.738349,41744,39870,94000,Chickens-not laying hens-dry,,,Registered,,40694,2009-CCD-0064,
,66776,41403,,,"27762 Oriole Rd, Princess Anne MD 21853",Somerset,CAFO,WILLIAM LONG,,38.181526,-75.790239,39875,39875,40000,Chickens-not laying hens-dry,,,Registered,,41543,2009-CCD-0280,
,67167,39884,,,"5616 Springdale Rd, East New Market MD 21631",Dorchester,CAFO,WILLIAM M. TWILLEY/SPRINGDALE FARM,,38.571406,-75.965663,40966,39884,142000,Chickens-not laying hens-dry,,,Registered,,41183,2009-CCD-0340,
,66771,41627,,,"32435 Rehobeth Rd, Pocomoke City MD 21851",Worcester,CAFO,WILLIAM MICHAEL DRYDEN,,38.068089,-75.627675,41731,41834,121000,Chickens-not laying hens-dry,,,Registered,,41900,2009-CCD-0624,
,132274,40501,,,"6240 Eldorado Rd, Hurlock MD 21643",Dorchester,CAFO,"WILLIAM O'DAY, JR./WHITETAIL FARM",,38.616407, -75.779883,,40457,97200,Chickens-not laying hens-dry,,,Registered,,40805,2010-CCD-0428,
,67151,39875,,,"6743-2 ENM Ellwood Rd, Hurlock MD 21643",Dorchester,CAFO,WILLIAM REILY BROWN III/MAPLE BREEZE & BEULAH WINDS,,38.657306,-75.885452,39875,39875,230000,Chickens-not laying hens-dry,,,Registered,,41109,2009-CCD-0281,
,99102,41541,,,"23177 Hog Creek Rd, Preston MD 21655",Caroline,CAFO,"WILLIAM ROBERT THOMAS, JR. / BIL DEN FARM",,38.783372,-75.902327,40921,41281,101400,Chickens-not laying hens-dry,,,Registered,,41614,2013-CCD-0644,
,99089,41541,,,"5704 Harmony Rd, Preston MD 21655",Caroline,CAFO,"WILLIAM ROBERT THOMAS, JR. / PRESTON FARM",,38.765441,-75.879732,41256,41281,124200,Chickens-not laying hens-dry,,,Registered,,41614,2013-CCD-0643,
,66533,40123,,,"831 Brierley Mill Rd, Church Hill MD 21623",Queen Anne's,CAFO,WILLIAM ROBINSON/R PLACE FARM,,39.133878,-75.908453,39874,39874,125400,Chickens-not laying hens-dry,,,Registered,,40672,2009-CCD-0016,
,67430,40557,,,"808 Beverly Lane, Pocomoke City MD 21851",Worcester,CAFO,WILLIAM SHETTLE/BEVERLYFARM,,38.008347,-75.617844,41302,39961,75000,Chickens-not laying hens-dry,,,Registered,,41123,2009-CCD-0370,
,137131,40968,,,"8500 Athol Rd, Mardela Springs MD 21837",Wicomico,CAFO,"WILLIAM T. CALLOWAY, JR./DOUBLE T FARM",,38.428846,-75.789227,,39876,81600,Chickens-not laying hens-dry,,,Registered,,41040,2009-CCD-0609,
,68472,40969,,,"8272 Athol Rd, Mardela Springs MD 21837",Wicomico,CAFO,"WILLIAM T. CALLOWAY, JR./TOMMY AND DEE'S FARM",,38.422261,-75.782303,,39876,91200,Chickens-not laying hens-dry,,,Registered,,41040,2009-CCD-0303,
,66766,40476,,,"31783 Vessey Orchard Rd, Westover MD 21871",Somerset,CAFO,WILLIAM VESSEY/M & C VESSEY & CUCKOOS NEST FARM,,38.055158,-75.650651,39867,39867,246000,Chickens-not laying hens-dry,,,Registered,,41017,2009-CCD-0112,
,133672,40606,,,"6214 Massey Crossing Rd, Willards MD 21874",Wicomico,CAFO,WILLIS DISHAROON/L.E.T FARM,,38.360037,-75.322876,,40645,182000,Chickens-not laying hens-dry,,,Registered,,40928,2011-CCD-0465,
,67231,41221,,,"1868 Holly Swamp Rd, Pocomoke City MD 21851",Worcester,CAFO,WILLIS E. REDDEN FARM,,38.061414,-75.483908,41695,39869,155000,Chickens-not laying hens-dry,,,Registered,,41950,2009-CCD-0490,
,68147,40319,,,"5007 Harmony Ln, Snow Hill MD 21863",Worcester,CAFO,WISHIN' WELLS FARM,,38.17025,-75.352106,39895,39895,43600,Chickens-not laying hens-dry,,,Registered,,40855,2009-CCD-0353,
,68150,40822,,,"28506 Adkins Rd, Salisbury MD 21801",Wicomico,CAFO,WON KIL CHO/YONG IN FARM,,38.436557,-75.623114,,39899,90000,Chickens-not laying hens-dry,,,Registered,,41498,2009-CCD-0357,
,142136,41912,,,"8929 Bethel Rd, Willards MD 21874",Wicomico,CAFO,YUN SU LEE/EVERGREEN FARM,,38.434084,-75.35424,,41698,44200,Chickens-not laying hens-dry,,,Registered,,41957,2014-CCD-0695,
,66952,40451,,,"27884 Little Lane, Salisbury MD 21801",Wicomico,CAFO,ZEKE COLLINS/MOM & DAD AND Z & L FARMS,,38.435342,-75.64698,39874,39874,138000,Chickens-not laying hens-dry,,,Registered,,41058,2009-CCD-0257,
,67137,40438,,,"9086 Taylor Rd, Delmar MD 21875",Wicomico,CAFO,ZEKE E. COLLINS/PENTHOUSE FARM,,38.441619,-75.602791,39874,39874,47000,Chickens-not laying hens-dry,,,Registered,,41872,2009-CCD-0258,
,67065,40438,,,"23864 Ocean Gateway, Mardela Springs MD 21837",Wicomico,CAFO,ZEKE ELIAS COLLINS/BUCK & RUT,,38.464986,-75.784196,39874,39874,48000,Chickens-not laying hens-dry,,,Registered,,40798,2009-CCD-0259,
,68101,40238,,,"200 Tavakoli Farm Lane, Stevensville MD 21666",Queen Anne's,CAFO,ZHIAN TAVAKOLI/TAVAKOLI FARM,,38.929855,-76.35092,40980,39890,116000,Chickens-not laying hens-dry,,,Registered,,40672,2009-CCD-0022,
